BuildingType,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus
SPS-District K-12,47.68359,-122.37308,1999,2,0,67235,67235,0,K-12 School,,,,,,,,479328,1635466,0,0,0,4.4,0.1,Not Compliant
Nonresidential COS,47.70044,-122.34136,1957,2,0,91130,91130,0,Office,23,99.1,96.7,9342143,9116017,228.6,225,1950331,6654529,24615,2461487,0,148.5,1.6,Compliant
SPS-District K-12,47.54025,-122.3885,1991,3,0,58118,58118,0,K-12 School,84,23.6,22.9,1395597,1352291,57.8,56.4,319477,1090054,2622,262236,0,16.8,0.3,Compliant
NonResidential,47.70916,-122.33216,1968,4,0,64893,64893,0,Hotel,42,111.6,112.4,7238943,7292784,193.2,194.4,830657,2834203,44586,4458581,0,244.4,3.8,Compliant
SPS-District K-12,47.69823,-122.32126,1989,2,0,52792,52792,0,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
SPS-District K-12,47.53809,-122.29591,1925,1,0,70762,70762,0,K-12 School,75,48.5,45.4,3385280,3163248,63.8,60.2,146998,501556,26617,2661692,0,142.7,2,Compliant
NonResidential,47.60105,-122.33518,1900,3,0,44558,44558,0,Office,64,33.1,32.7,1476234,1455930,78.9,77.7,323619,1104189,3517,351741,0,21.6,0.5,Compliant
NonResidential,47.59544,-122.33159,1999,6,0,1913640,1585960,327680,Other - Entertainment/Public Assembly,,37.4,36.8,59334576,58433056,91.7,91.1,13909810,47460272,109728,10972787,0,709.5,0.4,Compliant
Nonresidential COS,47.57199,-122.32811,1924,2,0,179161,179161,0,Other - Utility,,54.8,52.7,9901422,9519516,144.3,139,2534400,8647373,8721,872142,0,69.4,0.4,Compliant
Nonresidential COS,47.57199,-122.32811,1965,2,0,58640,58640,0,Other - Utility,,66.1,63.5,3877546,3726185,185.1,177.9,1092082,3726184,0,0,0,9.9,0.2,Compliant
NonResidential,47.59085,-122.33354,1999,3,0,1172127,1172127,0,Other - Entertainment/Public Assembly,,59.4,60.1,69616728,70457576,130.7,132.8,13669580,46640607,238864,23886373,0,1393.1,1.2,Compliant
NonResidential,47.59269,-122.33372,2005,9,0,168449,153882,14567,Hotel,67,84.7,88.2,12214558,12713875,163.5,168.2,1826797,6233031,64808,6480842,0,360.8,2.3,Compliant
Campus,47.58405,-122.34223,2003,2,2,68640,68640,0,Mixed Use Property,,95.7,95.7,8903837,8903837,267.9,267.9,2609565,8903836,0,0,0,23.8,0.3,Compliant
NonResidential,47.57507,-122.35747,1916,4,0,79600,79600,0,Non-Refrigerated Warehouse,67,15.5,15.5,1232854,1232854,43.4,43.4,361329,1232854,0,0,0,3.3,0,Compliant
Campus,47.52429,-122.31234,1980,2,16,334368,302494,31874,Mixed Use Property,,149.6,148.3,50012988,49575392,379.5,378.1,12455980,42499804,70756,7075600,0,489.2,1.6,Compliant
NonResidential,47.70281,-122.32532,2008,6,0,423569,88460,335109,Parking,,102.1,102.1,9035207,9029683,239.1,240.5,1974489,6736956,22927,2292726,0,139.7,1.6,Compliant
NonResidential,47.6239,-122.35756,2002,4,0,110785,71606,39179,Mixed Use Property,,95.2,95.1,10547677,10532880,260.9,260.8,2985997,10188222,3447,344659,0,45.5,0.6,Not Compliant
Multifamily MR (5-9),47.61316,-122.34153,2003,7,0,116947,116947,0,Multifamily Housing,,78.8,77.6,9902371,9757528,155.8,154.6,1537859,5247175,45104,4510354,0,253.6,2.2,Compliant
Multifamily LR (1-4),47.54448,-122.37603,2007,4,0,52134,37940,14194,Multifamily Housing,51,40.1,39.1,1753298,1710764,112.3,109.6,501396,1710764,0,0,0,4.6,0.1,Compliant
NonResidential,47.61275,-122.3333,1999,0,0,934292,934292,0,Hotel,,116.7,116.3,64365064,64157968,246.6,245.6,11409550,38929385,252286,25228570,0,1443.8,1.5,Account Requires Verification
Campus,47.60705,-122.30966,1990,5,4,597519,597519,0,Hospital (General Medical & Surgical),40,240.1,239.3,144450528,143977344,416.7,418.7,16869960,57560304,864170,86417038,0,4743.3,7.9,Compliant
SPS-District K-12,47.52518,-122.34828,1999,1,0,71714,71714,0,K-12 School,62,36.5,35.6,2616138,2551974,84.5,83.1,549857,1876111,6759,675863,0,40.9,0.6,Compliant
NonResidential,47.65097,-122.34227,1991,3,0,75397,67236,8161,Self-Storage Facility,,10.5,10.4,705472,698209,26.9,26.8,178461,608909,893,89300,0,6.4,0.1,Compliant
Campus,47.60399,-122.32377,2000,8,8,1926841,1926841,0,Hospital (General Medical & Surgical),90,171.9,171.2,233017824,232058832,337.6,338.4,33001130,112599856,21783,2178281,117280696,6651,3.5,Compliant
NonResidential,47.59626,-122.3218,1999,5,1,102796,90185,12611,Senior Care Community,,97.3,97.3,10000633,10000633,220.9,220.9,2043959,6973988,30266,3026646,0,179.4,2,Not Compliant
SPS-District K-12,47.57678,-122.38459,2002,2,0,208981,208981,0,K-12 School,75,41.6,40.2,8693264,8394099,82.9,81.4,1372010,4681298,37128,3712799,0,209.7,1,Compliant
Multifamily MR (5-9),47.6136,-122.32785,1909,6,0,51976,51976,0,Multifamily Housing,3,115.4,112.5,5809930,5665026,224,221,867365,2959449,27056,2705577,0,151.6,2.9,Account Requires Verification
NonResidential,47.66568,-122.31368,1928,2,0,55653,55653,0,Social/Meeting Hall,,48.1,47.3,2668192,2625951,63.6,62.7,121210,413568,22124,2212383,0,118.6,2.1,Compliant
NonResidential,47.66151,-122.31457,1931,16,0,106860,106860,0,Hotel,98,44.4,44.4,4748693,4748693,83.7,83.7,663282,2263118,24856,2485575,0,138.1,1.3,Compliant
NonResidential,47.71895,-122.29475,1972,5,0,50759,50759,0,Office,61,48.4,48.3,2455680,2453096,135.5,135.3,718961,2453096,0,0,0,6.5,0.1,Compliant
NonResidential,47.66182,-122.31113,1952,2,0,56772,56772,0,Worship Facility,32,52.6,50.3,2988264,2854866,91.4,89,343783,1172987,16819,1681879,0,92.5,1.6,Compliant
NonResidential,47.6626,-122.31164,1952,3,0,87250,87250,0,Worship Facility,38,53.8,51.3,5544299,5288594,93.9,91.5,648413,2212385,30762,3076210,0,169.3,1.9,Compliant
SPS-District K-12,47.67723,-122.31281,2006,3,0,269297,269297,0,K-12 School,86,32.9,32,9041398,8796811,72,71,1720015,5868691,29281,2928120,0,171.2,0.6,Compliant
SPS-District K-12,47.67184,-122.29221,2001,3,0,75174,75174,0,K-12 School,70,34.4,33.2,2588534,2495373,69.1,67.8,414835,1415417,10800,1079956,0,61.1,0.8,Compliant
SPS-District K-12,47.64052,-122.3656,2003,3,0,75214,75214,0,K-12 School,34,51.9,50.2,3901101,3776792,97.9,96.2,547454,1867914,19089,1908878,0,106.4,1.4,Compliant
SPS-District K-12,47.57298,-122.39028,2005,3,0,134918,134918,0,K-12 School,82,27.7,26.8,3782666,3664512,67.2,65.6,856742,2923204,7413,741308,0,47.2,0.3,Compliant
SPS-District K-12,47.59096,-122.29985,1991,2,0,64414,64414,0,K-12 School,62,31.8,30.6,2074696,1998084,88.9,85.7,585605,1998084,0,0,0,5.3,0.1,Compliant
SPS-District K-12,47.67725,-122.32232,1927,3,0,92437,92437,0,K-12 School,50,62.6,58.8,5784962,5436946,80.3,76.4,226211,771831,46651,4665115,0,249.8,2.7,Compliant
NonResidential,47.61103,-122.33238,1914,7,0,166570,166570,0,Other - Entertainment/Public Assembly,,33.8,33.6,4353259,4329866,89,88.8,1154141,3937929,3919,391938,0,31.3,0.2,Compliant
NonResidential,47.6079,-122.33266,1913,9,0,107572,107572,0,Residence Hall/Dormitory,55,65.8,63.9,6692693,6494892,121.2,119.1,788058,2688853,0,0,3806038,209.5,1.9,Compliant
NonResidential,47.60699,-122.33481,1955,15,0,230880,230880,0,Other,,296.9,297.9,60278832,60473380,831.4,834.1,17723730,60473367,0,0,0,161.4,0.7,Compliant
Multifamily LR (1-4),47.56379,-122.36301,1917,4,0,56617,56617,0,Multifamily Housing,28,34.9,33.7,1977429,1905593,74.3,71.7,345018,1177202,7284,728391,0,41.8,0.7,Compliant
Multifamily MR (5-9),47.72232,-122.29181,2009,6,0,56745,56745,0,Multifamily Housing,45,65.6,64.5,2866591,2817715,139,136.9,505886,1726084,10916,1091631,0,62.6,1.1,Compliant
Multifamily LR (1-4),47.53685,-122.28406,2003,4,0,67920,67920,0,Multifamily Housing,,58.6,57.8,2576235,2540767,158.2,156.3,704327,2403163,1376,137604,0,13.7,0.2,Compliant
SPS-District K-12,47.55237,-122.31391,2007,3,0,204961,204961,0,K-12 School,83,38.1,36.7,7800444,7519485,74.3,72.9,1179868,4025710,34938,3493775,0,196.3,1,Compliant
NonResidential,47.63965,-122.3783,1973,1,0,76086,76086,0,Other,,55,52.1,4276224,4053987,92.6,89,447128,1525599,25284,2528388,0,138.4,1.8,Compliant
NonResidential,47.61972,-122.36033,1927,5,0,190000,151000,39000,Medical Office,3,160.7,159.2,25156402,24917564,358.5,356.9,4974480,16972926,79446,7944638,0,467.2,3.1,Compliant
NonResidential,47.61235,-122.3518,1961,4,0,122309,122309,0,Hotel,10,196.6,193.8,24042268,23702870,295.6,293.7,1848256,6306249,173966,17396620,0,940.8,7.7,Compliant
Campus,47.61137,-122.34947,1995,3,3,217088,217088,0,Mixed Use Property,,195.8,194.5,42516572,42215872,422.3,422.8,7946844,27114632,151012,15101241,0,874.4,4,Compliant
NonResidential,47.61069,-122.34653,2003,8,0,254273,215473,38800,Hotel,38,102.6,102.6,26090486,26078350,193.7,194.3,3690390,12591611,134867,13486739,0,749.9,3.5,Compliant
Nonresidential COS,47.60729,-122.34211,1980,2,0,53365,53365,0,Other - Entertainment/Public Assembly,,238.6,235.2,16562020,16324195,550.5,545.3,3467558,11831308,44929,4492888,0,270.2,5.1,Compliant
NonResidential,47.6041,-122.33958,1900,1,0,62900,62900,0,Mixed Use Property,,184.7,181.5,12145104,11936242,310.1,306.8,1278954,4363791,75724,7572450,0,413.8,6.6,Compliant
NonResidential,47.60271,-122.33557,1914,4,0,56500,56500,0,Office,85,38.3,36.6,1532056,1463543,76.3,74.2,221667,756326,0,0,707217,39.6,0.7,Compliant
NonResidential,47.59486,-122.32455,2008,4,0,203504,44132,159372,Non-Refrigerated Warehouse,64,17.2,17,3498516,3454822,48.1,47.5,1012551,3454824,0,0,0,9.2,0.2,Compliant
NonResidential,47.61757,-122.35122,1968,3,0,100734,74003,26731,Office,43,98.2,97.7,9890057,9838442,274.9,273.5,2883483,9838444,0,0,0,26.3,0.4,Not Compliant
NonResidential,47.61703,-122.35012,1981,4,0,77662,59158,18504,Office,61,69.6,69.7,4323272,4326897,175.4,177.2,1082283,3692750,6341,634149,0,43.5,0.7,Compliant
NonResidential,47.61619,-122.34599,1978,12,0,234000,212210,21790,Office,44,74,73.7,15435140,15370485,202.9,202.5,4368616,14905718,4648,464766,0,64.5,0.3,Compliant
NonResidential,47.61192,-122.33717,1989,4,0,111077,111077,0,Enclosed Mall,,131.8,131.8,14638890,14638890,314,314,3267590,11149017,34899,3489873,0,215.1,1.9,Compliant
NonResidential,47.61192,-122.33717,1989,25,0,516342,389150,127192,Office,75,57.4,57.4,22539646,22539646,160.7,160.7,6605992,22539645,0,0,0,60.2,0.2,Compliant
NonResidential,47.61229,-122.33629,1925,10,0,693450,693450,0,Retail Store,86,53.8,54.2,37276188,37596404,144.1,145.4,10277660,35067376,25208,2520808,8213,227.9,0.3,Compliant
NonResidential,47.61316,-122.3343,1976,33,0,791396,791396,0,Office,81,79,77.7,45400912,44657524,220.7,217.1,13045320,44510632,1469,146897,0,126.6,0.2,Compliant
NonResidential,47.61399,-122.33523,2000,23,0,747747,542671,205076,Office,86,53.4,53,29462332,29231780,140.6,139.4,7743917,26422245,28095,2809534,0,219.7,0.4,Compliant
NonResidential,47.61356,-122.33665,1926,10,0,63409,55652,7757,Office,79,66.1,63.2,3400776,3249748,119.8,116.3,380335,1297703,0,0,1952045,107.2,1.9,Compliant
NonResidential,47.61375,-122.33566,1930,17,0,204790,174790,30000,Office,92,42.4,41.5,7373700,7213934,98.5,97.5,1569516,5355189,18587,1858746,0,113,0.6,Compliant
NonResidential,47.61256,-122.33808,1916,5,0,73399,73399,0,Office,61,55.6,54,3419376,3323670,155.6,151.2,974112,3323670,0,0,0,8.9,0.1,Compliant
NonResidential,47.61402,-122.33712,1969,20,0,265851,233517,32334,Office,79,73.9,71.4,16739673,16176061,142.9,139.9,2243888,7656146,0,0,8519914,473.4,2,Compliant
NonResidential,47.61578,-122.33726,2009,25,0,758043,529375,228668,Office,95,38.2,37.9,22281528,22101578,106.9,106,6457550,22033161,684,68420,0,62.4,0.1,Compliant
NonResidential,47.61641,-122.34112,1968,12,0,190642,190642,0,Office,88,45.3,44.7,8626160,8505346,104.3,104.2,1763979,6018696,0,0,2486650,148.3,0.8,Compliant
NonResidential,47.61555,-122.33582,2009,36,0,824887,669915,154972,Office,88,53.9,53.9,40082292,40082292,150.6,150.6,11708810,39950460,1318,131828,0,113.6,0.2,Compliant
NonResidential,47.61516,-122.33303,1990,16,0,480840,339240,141600,Office,87,52.7,52.4,17891800,17778516,147.1,146.2,5178783,17670008,1085,108510,0,52.9,0.2,Compliant
NonResidential,47.61598,-122.33448,2004,11,0,299070,230638,68432,Other,,246.8,245.1,61699340,61263644,462.2,460.4,8502343,29009994,322536,32253647,0,1790.4,7.8,Compliant
NonResidential,47.60266,-122.33332,1900,7,0,89550,89550,0,Office,79,46.4,45.4,4214484,4125634,122.2,120.1,1093066,3729541,0,0,396092,31,0.3,Compliant
NonResidential,47.60219,-122.33347,1900,6,0,89355,89355,0,Office,54,44,44,3933419,3929708,122.4,122.4,1140499,3891383,383,38324,0,12.4,0.1,Compliant
NonResidential,47.6036,-122.33288,1922,15,0,388934,388934,0,Office,93,31.7,31.5,12337391,12244048,84.4,84.2,3303580,11271815,0,0,972232,81.8,0.2,Compliant
NonResidential,47.60403,-122.33497,1929,22,1,384302,384302,0,Office,96,32.3,31.6,12872435,12621891,90.3,88.5,3699265,12621892,0,0,0,33.7,0.1,Compliant
NonResidential,47.6037,-122.33447,1958,17,0,378525,293925,84600,Office,69,88,87.1,21742482,21518590,185.2,185.1,3644628,12435471,0,0,9083118,516.1,1.8,Compliant
NonResidential,47.60505,-122.33427,1983,47,0,1323055,1323055,0,Office,88,,39.8,,43379748,,111.5,12701650,43338030,0,0,0,115.7,0.1,Compliant
NonResidential,47.60567,-122.33511,1986,41,0,589921,460489,129432,Office,83,42.7,42.7,20270056,20270056,119.6,119.6,5940813,20270054,0,0,0,54.1,0.1,Compliant
NonResidential,47.60581,-122.33664,1968,8,0,147672,87315,60357,Office,68,53.7,53.7,4685470,4685470,150.3,150.3,1373233,4685471,0,0,0,12.5,0.1,Compliant
NonResidential,47.60614,-122.33674,1991,29,0,635303,438072,197231,Office,88,31.2,30.9,16311605,16144664,86.8,86,4682245,15975820,0,0,168846,51.6,0.1,Compliant
NonResidential,47.60642,-122.33581,1958,6,0,172842,146922,25920,Office,,236.6,235.8,34762512,34640100,638.7,637.8,9601719,32761065,18790,1879035,0,187.2,1.3,Compliant
NonResidential,47.60655,-122.33533,1980,34,0,776762,614158,162604,Office,78,55.3,55,31740886,31574988,153.4,152.6,9128520,31146510,4285,428478,0,105.9,0.2,Compliant
NonResidential,47.60671,-122.33456,1972,14,0,186768,162993,23775,Office,79,56.4,56.1,10316254,10246881,133.7,134,2234149,7622916,0,0,2623964,159.8,1,Compliant
NonResidential,47.60615,-122.33388,1969,49,0,1123435,754455,368980,Office,75,58.7,57.5,53282736,52212944,147.7,145.7,12974130,44267732,79452,7945228,0,540.1,0.7,Compliant
NonResidential,47.60549,-122.33319,2002,37,0,1052469,888049,164420,Office,86,45.7,45.7,40743792,40666580,128.1,127.9,11918690,40666570,0,0,0,108.6,0.1,Compliant
NonResidential,47.60616,-122.33165,1973,42,0,711611,540589,171022,Office,83,63.2,62.5,37887156,37470376,173,171.3,10580640,36101144,0,0,1369237,169.2,0.3,Compliant
NonResidential,47.60471,-122.33261,1907,8,0,201480,201480,0,Office,69,54.9,53.9,11066963,10851451,137.9,135.9,2629601,8972199,0,0,1879250,123.9,0.6,Compliant
Nonresidential COS,47.60501,-122.32988,1990,63,0,1354987,1195387,159600,Office,91,39.6,39.6,48482004,48482004,110.8,110.8,14171990,48354830,1272,127185,0,135.8,0.1,Compliant
Nonresidential COS,47.60421,-122.32919,2001,14,1,310490,310490,0,Courthouse,66,63.1,61.8,18810510,18430078,145.6,144.2,3964219,13525915,49042,4904163,0,296.6,1,Compliant
Nonresidential COS,47.60377,-122.32971,2003,8,0,199530,168870,30660,Office,52,76.8,75.2,14133259,13848098,167.8,167.3,2720869,9283605,45645,4564494,0,267.2,1.6,Compliant
NonResidential,47.60249,-122.32854,2006,13,0,372242,319539,52703,Office,96,47.5,47.4,13495387,13477064,116.5,117.2,3207911,10945392,25317,2531671,0,163.7,0.5,Compliant
NonResidential,47.60193,-122.32812,1909,7,0,114395,106099,8296,Office,97,29.1,28.1,2811413,2711339,58.9,57.8,457544,1561139,11502,1150200,0,65.3,0.6,Compliant
NonResidential,47.66024,-122.31278,1978,2,0,89200,89200,0,Retail Store,27,66.2,66.2,5907532,5908402,172.7,173.5,1553319,5299924,6085,608476,0,46.5,0.5,Compliant
NonResidential,47.66072,-122.31466,1971,23,0,474546,474546,0,Office,68,61.1,59.8,28992470,28358852,171.1,167.3,8311504,28358852,0,0,0,75.7,0.2,Compliant
NonResidential,47.6606,-122.31512,1969,5,0,36000,36000,0,Data Center,96,958.5,958.5,34507200,34507200,2683.9,2683.9,10113480,34507194,0,0,0,92.1,2.6,Compliant
NonResidential,47.661,-122.31626,1961,5,0,99005,99005,0,Office,67,51.2,49.6,4074448,3948797,110.3,108.7,753680,2571555,13772,1377242,0,80,0.8,Compliant
NonResidential,47.66065,-122.31689,2002,6,0,135051,90803,44248,Office,94,33.8,33.8,3243891,3243891,94.7,94.7,950730,3243891,0,0,0,8.7,0.1,Compliant
NonResidential,47.65999,-122.31741,2002,5,0,220649,137929,82720,Office,94,40,40,5825512,5825512,111.9,111.9,1707360,5825512,0,0,0,15.6,0.1,Compliant
NonResidential,47.61591,-122.33238,1964,5,0,93660,93660,0,Self-Storage Facility,,5.5,5.5,512970,512970,15.3,15.3,150343,512970,0,0,0,1.4,0,Compliant
NonResidential,47.61597,-122.33086,1980,18,0,413715,349055,64660,Office,68,59.5,59.5,20718242,20718242,165.2,165.2,5995183,20455564,2627,262677,0,68.6,0.2,Compliant
NonResidential,47.6177,-122.3306,2000,11,0,380312,184691,195621,Mixed Use Property,85,50.4,50.3,10302415,10292266,139.8,139.7,2977751,10160086,1322,132181,0,34.1,0.2,Compliant
NonResidential,47.61695,-122.32965,1988,20,0,497513,378769,118744,Office,72,55.2,55.2,20292610,20292610,153.2,153.2,5860714,19996756,2959,295852,0,69.1,0.2,Compliant
NonResidential,47.61431,-122.34244,1979,24,0,543876,427155,116721,Office,77,52.4,51.9,22093130,21890420,146.7,145.3,6415715,21890420,0,0,0,58.4,0.1,Compliant
NonResidential,47.6177,-122.3545,1980,4,0,109347,70647,38700,Mixed Use Property,,96.6,95.6,6743933,6676126,246.5,245.5,1696551,5788632,8875,887493,0,62.6,0.9,Compliant
NonResidential,47.6182,-122.352,1982,6,0,396626,272410,124216,Office,83,55.2,55.2,15182393,15182393,154.5,154.5,4449705,15182393,0,0,0,40.5,0.1,Compliant
NonResidential,47.61598,-122.34369,2002,6,0,287471,203880,83591,Office,70,77.3,77.3,15405426,15405426,216.5,216.5,4515072,15405426,0,0,0,41.1,0.2,Account Requires Verification
NonResidential,47.61734,-122.34434,1947,3,0,192630,144118,48512,Office,86,36.5,36.5,5340602,5340602,98.9,98.9,1481726,5055649,2850,284954,0,28.6,0.2,Compliant
NonResidential,47.6176,-122.35686,1984,8,0,253103,191117,61986,Office,10,170.7,170.7,32091796,32091796,478.1,478.1,9405568,32091798,0,0,0,85.7,0.4,Compliant
NonResidential,47.7019,-122.36374,1956,1,0,60880,60880,0,Supermarket/Grocery Store,75,207.6,203.9,12803407,12572645,419.4,416.7,2092666,7140176,54325,5432469,0,307.6,5.1,Compliant
NonResidential,47.60227,-122.33202,1900,5,0,50176,50176,0,Office,,65.2,65.2,3267320,3267320,174.7,174.7,891350,3041284,2260,226035,0,20.1,0.4,Compliant
NonResidential,47.60198,-122.33174,1912,42,0,304346,304346,0,Office,73,71.9,69.8,19589880,19025640,145.3,143.2,3162148,10789249,71575,7157471,1078920,466.3,1.5,Compliant
NonResidential,47.54066,-122.33023,1977,1,1,128800,128800,0,Non-Refrigerated Warehouse,87,13.7,13.1,1758794,1680885,19.7,19.1,116030,395894,12850,1284991,0,69.3,0.5,Compliant
NonResidential,47.60932,-122.33388,1927,8,0,226061,226061,0,Office,84,45.5,44.4,10295404,10027847,94.4,93,1644860,5612262,0,0,4415584,249.7,1.1,Compliant
NonResidential,47.60842,-122.33305,1964,22,0,336330,269900,66430,Office,61,74.3,75.8,19590598,19994600,170.3,174.6,4049937,13818385,4569,456859,5719354,365.2,1.4,Compliant
NonResidential,47.60869,-122.33588,1960,21,0,552176,298426,253750,Office,51,108.3,105.8,32330000,31570478,216.4,213.8,4740766,16175494,0,0,15394984,861.6,2.9,Compliant
NonResidential,47.60896,-122.33481,1976,42,0,476871,476871,0,Office,53,82.8,80.9,39467524,38564036,231.9,226.6,11302470,38564028,0,0,0,102.9,0.2,Compliant
NonResidential,47.60804,-122.33391,1923,12,0,542305,542305,0,Hotel,51,98.9,98.6,53615476,53466680,186.3,186.5,6890576,23510645,45921,4592089,25363946,1655,3.1,Compliant
NonResidential,47.57936,-122.29744,1980,2,0,291940,291940,0,Retail Store,85,41.4,40.8,12084650,11913204,105,104.4,3010494,10271806,16414,1641399,0,114.6,0.4,Compliant
NonResidential,47.52871,-122.29443,1970,1,0,88400,88400,0,Distribution Center,3,48.5,46.8,4427362,4271539,97.3,95.8,714430,2437634,18339,1833905,0,103.9,1.2,Compliant
NonResidential,47.72912,-122.34677,1960,1,0,52311,52311,0,Non-Refrigerated Warehouse,96,11.9,11.7,610250,599842,13.5,13.3,8632,29451,5704,570391,0,30.4,0.6,Compliant
NonResidential,47.62323,-122.33028,2009,5,0,141131,71421,69710,Office,92,36.8,36.8,2626688,2626688,103,103,769838,2626688,0,0,0,7,0.1,Compliant
NonResidential,47.62333,-122.3296,2001,5,0,176532,106465,70067,Office,47,78,78,8072313,8072313,218.4,218.4,2365860,8072314,0,0,0,21.5,0.2,Compliant
NonResidential,47.65825,-122.3683,1973,1,0,52500,52500,0,Non-Refrigerated Warehouse,3,70.1,69.1,3870753,3815416,175.6,174.6,944284,3221899,5935,593517,0,40.1,0.8,Compliant
NonResidential,47.66587,-122.38476,1959,2,0,57300,57300,0,Non-Refrigerated Warehouse,58,79.3,75.1,4424860,4191813,139.2,134.8,522769,1783688,24081,2408125,0,132.7,2.3,Compliant
NonResidential,47.61429,-122.35263,1916,6,0,350310,350310,0,Office,80,55.6,55.5,18888918,18843266,145.8,145.7,4975622,16976822,18664,1866445,0,144.4,0.4,Compliant
NonResidential,47.60723,-122.33611,1988,55,0,1400000,1115000,285000,Office,88,41.7,41.6,47068716,46917748,111.7,111.5,12773040,43581612,13711,1371084,1965043,293.6,0.3,Compliant
NonResidential,47.60968,-122.33379,1930,21,0,305548,305548,0,Hotel,76,107.3,106.4,33263960,32993652,194.1,194.1,3845531,13120952,32053,3205294,16667408,1091.3,3.6,Compliant
NonResidential,47.61054,-122.33466,1989,46,0,1536606,1023998,512608,Office,79,53.1,52.6,57955156,57372388,142.5,141,15686480,53522270,38501,3850100,0,347.4,0.3,Compliant
NonResidential,47.61003,-122.33452,1958,10,0,135918,135918,0,Office,77,49.2,48.1,7111132,6953774,106.3,105.3,1259330,4296834,0,0,2656939,152.7,1.1,Compliant
NonResidential,47.61159,-122.33601,1914,4,0,79957,79957,0,Retail Store,33,73.4,74.3,4799972,4860650,205.4,208,1424575,4860650,0,0,0,13,0.2,Compliant
